Train on 22522 samples, validate on 5716 samples
DDI-MedLine.d201.s4|DDI-MedLine.d201.s4.e0|DDI-MedLine.d201.s4.e1|0|null
DDI-MedLine.d201.s5|DDI-MedLine.d201.s5.e0|DDI-MedLine.d201.s5.e1|0|null
DDI-MedLine.d201.s9|DDI-MedLine.d201.s9.e0|DDI-MedLine.d201.s9.e1|0|null
DDI-MedLine.d201.s9|DDI-MedLine.d201.s9.e0|DDI-MedLine.d201.s9.e2|0|null
DDI-MedLine.d201.s9|DDI-MedLine.d201.s9.e1|DDI-MedLine.d201.s9.e2|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e1|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e2|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e3|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e4|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e5|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e0|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e2|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e3|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e4|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e5|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e1|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e2|DDI-DrugBank.d721.s0.e3|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e2|DDI-DrugBank.d721.s0.e4|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e2|DDI-DrugBank.d721.s0.e5|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e2|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e2|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e3|DDI-DrugBank.d721.s0.e4|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e3|DDI-DrugBank.d721.s0.e5|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e3|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e3|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e4|DDI-DrugBank.d721.s0.e5|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e4|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e4|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e5|DDI-DrugBank.d721.s0.e6|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e5|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s0|DDI-DrugBank.d721.s0.e6|DDI-DrugBank.d721.s0.e7|0|null
DDI-DrugBank.d721.s1|DDI-DrugBank.d721.s1.e0|DDI-DrugBank.d721.s1.e1|0|null
DDI-DrugBank.d721.s1|DDI-DrugBank.d721.s1.e0|DDI-DrugBank.d721.s1.e2|0|null
DDI-DrugBank.d721.s1|DDI-DrugBank.d721.s1.e1|DDI-DrugBank.d721.s1.e2|0|null
DDI-DrugBank.d721.s2|DDI-DrugBank.d721.s2.e0|DDI-DrugBank.d721.s2.e1|0|null
DDI-DrugBank.d721.s2|DDI-DrugBank.d721.s2.e0|DDI-DrugBank.d721.s2.e2|0|null
DDI-DrugBank.d721.s2|DDI-DrugBank.d721.s2.e1|DDI-DrugBank.d721.s2.e2|0|null
DDI-DrugBank.d721.s3|DDI-DrugBank.d721.s3.e0|DDI-DrugBank.d721.s3.e1|0|null
DDI-DrugBank.d721.s4|DDI-DrugBank.d721.s4.e0|DDI-DrugBank.d721.s4.e1|0|null
DDI-DrugBank.d747.s0|DDI-DrugBank.d747.s0.e0|DDI-DrugBank.d747.s0.e1|0|null
DDI-DrugBank.d747.s0|DDI-DrugBank.d747.s0.e0|DDI-DrugBank.d747.s0.e2|0|null
DDI-DrugBank.d747.s0|DDI-DrugBank.d747.s0.e1|DDI-DrugBank.d747.s0.e2|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e0|DDI-DrugBank.d771.s1.e1|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e0|DDI-DrugBank.d771.s1.e2|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e0|DDI-DrugBank.d771.s1.e3|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e1|DDI-DrugBank.d771.s1.e2|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e1|DDI-DrugBank.d771.s1.e3|0|null
DDI-DrugBank.d771.s1|DDI-DrugBank.d771.s1.e2|DDI-DrugBank.d771.s1.e3|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e0|DDI-DrugBank.d771.s3.e1|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e0|DDI-DrugBank.d771.s3.e2|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e0|DDI-DrugBank.d771.s3.e3|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e0|DDI-DrugBank.d771.s3.e4|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e1|DDI-DrugBank.d771.s3.e2|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e1|DDI-DrugBank.d771.s3.e3|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e1|DDI-DrugBank.d771.s3.e4|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e2|DDI-DrugBank.d771.s3.e3|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e2|DDI-DrugBank.d771.s3.e4|0|null
DDI-DrugBank.d771.s3|DDI-DrugBank.d771.s3.e3|DDI-DrugBank.d771.s3.e4|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e0|DDI-DrugBank.d628.s0.e1|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e0|DDI-DrugBank.d628.s0.e2|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e0|DDI-DrugBank.d628.s0.e3|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e0|DDI-DrugBank.d628.s0.e4|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e1|DDI-DrugBank.d628.s0.e2|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e1|DDI-DrugBank.d628.s0.e3|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e1|DDI-DrugBank.d628.s0.e4|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e2|DDI-DrugBank.d628.s0.e3|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e2|DDI-DrugBank.d628.s0.e4|0|null
DDI-DrugBank.d628.s0|DDI-DrugBank.d628.s0.e3|DDI-DrugBank.d628.s0.e4|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e0|DDI-DrugBank.d628.s1.e1|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e0|DDI-DrugBank.d628.s1.e2|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e0|DDI-DrugBank.d628.s1.e3|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e0|DDI-DrugBank.d628.s1.e4|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e0|DDI-DrugBank.d628.s1.e5|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e1|DDI-DrugBank.d628.s1.e2|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e1|DDI-DrugBank.d628.s1.e3|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e1|DDI-DrugBank.d628.s1.e4|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e1|DDI-DrugBank.d628.s1.e5|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e2|DDI-DrugBank.d628.s1.e3|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e2|DDI-DrugBank.d628.s1.e4|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e2|DDI-DrugBank.d628.s1.e5|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e3|DDI-DrugBank.d628.s1.e4|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e3|DDI-DrugBank.d628.s1.e5|0|null
DDI-DrugBank.d628.s1|DDI-DrugBank.d628.s1.e4|DDI-DrugBank.d628.s1.e5|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e0|DDI-DrugBank.d628.s3.e1|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e0|DDI-DrugBank.d628.s3.e2|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e0|DDI-DrugBank.d628.s3.e3|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e1|DDI-DrugBank.d628.s3.e2|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e1|DDI-DrugBank.d628.s3.e3|0|null
DDI-DrugBank.d628.s3|DDI-DrugBank.d628.s3.e2|DDI-DrugBank.d628.s3.e3|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e0|DDI-DrugBank.d628.s4.e1|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e0|DDI-DrugBank.d628.s4.e2|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e0|DDI-DrugBank.d628.s4.e3|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e1|DDI-DrugBank.d628.s4.e2|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e1|DDI-DrugBank.d628.s4.e3|0|null
DDI-DrugBank.d628.s4|DDI-DrugBank.d628.s4.e2|DDI-DrugBank.d628.s4.e3|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e0|DDI-DrugBank.d628.s6.e1|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e0|DDI-DrugBank.d628.s6.e2|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e0|DDI-DrugBank.d628.s6.e3|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e1|DDI-DrugBank.d628.s6.e2|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e1|DDI-DrugBank.d628.s6.e3|0|null
DDI-DrugBank.d628.s6|DDI-DrugBank.d628.s6.e2|DDI-DrugBank.d628.s6.e3|0|null
DDI-DrugBank.d628.s7|DDI-DrugBank.d628.s7.e0|DDI-DrugBank.d628.s7.e1|0|null
DDI-DrugBank.d628.s7|DDI-DrugBank.d628.s7.e0|DDI-DrugBank.d628.s7.e2|0|null
DDI-DrugBank.d628.s7|DDI-DrugBank.d628.s7.e1|DDI-DrugBank.d628.s7.e2|0|null
DDI-MedLine.d199.s0|DDI-MedLine.d199.s0.e0|DDI-MedLine.d199.s0.e1|0|null
DDI-MedLine.d199.s2|DDI-MedLine.d199.s2.e0|DDI-MedLine.d199.s2.e1|0|null
DDI-MedLine.d199.s3|DDI-MedLine.d199.s3.e0|DDI-MedLine.d199.s3.e1|0|null
DDI-MedLine.d199.s3|DDI-MedLine.d199.s3.e0|DDI-MedLine.d199.s3.e2|0|null
DDI-MedLine.d199.s3|DDI-MedLine.d199.s3.e1|DDI-MedLine.d199.s3.e2|0|null
DDI-MedLine.d199.s4|DDI-MedLine.d199.s4.e0|DDI-MedLine.d199.s4.e1|0|null
DDI-MedLine.d199.s4|DDI-MedLine.d199.s4.e0|DDI-MedLine.d199.s4.e2|0|null
DDI-MedLine.d199.s4|DDI-MedLine.d199.s4.e1|DDI-MedLine.d199.s4.e2|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e0|DDI-DrugBank.d608.s0.e1|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e0|DDI-DrugBank.d608.s0.e2|0|null
DDI-DrugBank.d608.s0|DDI-DrugBank.d608.s0.e1|DDI-DrugBank.d608.s0.e2|0|null
DDI-DrugBank.d608.s1|DDI-DrugBank.d608.s1.e0|DDI-DrugBank.d608.s1.e1|0|null
DDI-DrugBank.d608.s2|DDI-DrugBank.d608.s2.e0|DDI-DrugBank.d608.s2.e1|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e1|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e2|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e0|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e1|DDI-DrugBank.d608.s3.e2|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e1|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s3|DDI-DrugBank.d608.s3.e2|DDI-DrugBank.d608.s3.e3|0|null
DDI-DrugBank.d608.s4|DDI-DrugBank.d608.s4.e0|DDI-DrugBank.d608.s4.e1|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e1|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e2|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e0|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e1|DDI-DrugBank.d608.s5.e2|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e1|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d608.s5|DDI-DrugBank.d608.s5.e2|DDI-DrugBank.d608.s5.e3|0|null
DDI-DrugBank.d734.s0|DDI-DrugBank.d734.s0.e0|DDI-DrugBank.d734.s0.e1|0|null
DDI-DrugBank.d734.s1|DDI-DrugBank.d734.s1.e0|DDI-DrugBank.d734.s1.e1|0|null
DDI-DrugBank.d734.s2|DDI-DrugBank.d734.s2.e0|DDI-DrugBank.d734.s2.e1|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e1|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e2|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e3|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e4|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e5|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e0|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e2|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e3|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e4|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e5|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e1|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e2|DDI-DrugBank.d624.s0.e3|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e2|DDI-DrugBank.d624.s0.e4|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e2|DDI-DrugBank.d624.s0.e5|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e2|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e2|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e3|DDI-DrugBank.d624.s0.e4|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e3|DDI-DrugBank.d624.s0.e5|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e3|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e3|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e4|DDI-DrugBank.d624.s0.e5|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e4|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e4|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e5|DDI-DrugBank.d624.s0.e6|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e5|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s0|DDI-DrugBank.d624.s0.e6|DDI-DrugBank.d624.s0.e7|0|null
DDI-DrugBank.d624.s2|DDI-DrugBank.d624.s2.e0|DDI-DrugBank.d624.s2.e1|0|null
DDI-DrugBank.d624.s2|DDI-DrugBank.d624.s2.e0|DDI-DrugBank.d624.s2.e2|0|null
DDI-DrugBank.d624.s2|DDI-DrugBank.d624.s2.e1|DDI-DrugBank.d624.s2.e2|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e0|DDI-DrugBank.d624.s3.e1|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e0|DDI-DrugBank.d624.s3.e2|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e0|DDI-DrugBank.d624.s3.e3|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e0|DDI-DrugBank.d624.s3.e4|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e1|DDI-DrugBank.d624.s3.e2|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e1|DDI-DrugBank.d624.s3.e3|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e1|DDI-DrugBank.d624.s3.e4|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e2|DDI-DrugBank.d624.s3.e3|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e2|DDI-DrugBank.d624.s3.e4|0|null
DDI-DrugBank.d624.s3|DDI-DrugBank.d624.s3.e3|DDI-DrugBank.d624.s3.e4|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e0|DDI-DrugBank.d609.s0.e1|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e0|DDI-DrugBank.d609.s0.e2|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e0|DDI-DrugBank.d609.s0.e3|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e1|DDI-DrugBank.d609.s0.e2|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e1|DDI-DrugBank.d609.s0.e3|0|null
DDI-DrugBank.d609.s0|DDI-DrugBank.d609.s0.e2|DDI-DrugBank.d609.s0.e3|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e0|DDI-DrugBank.d648.s0.e1|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e0|DDI-DrugBank.d648.s0.e2|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e0|DDI-DrugBank.d648.s0.e3|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e1|DDI-DrugBank.d648.s0.e2|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e1|DDI-DrugBank.d648.s0.e3|0|null
DDI-DrugBank.d648.s0|DDI-DrugBank.d648.s0.e2|DDI-DrugBank.d648.s0.e3|0|null
DDI-DrugBank.d648.s1|DDI-DrugBank.d648.s1.e0|DDI-DrugBank.d648.s1.e1|0|null
DDI-DrugBank.d648.s1|DDI-DrugBank.d648.s1.e0|DDI-DrugBank.d648.s1.e2|0|null
DDI-DrugBank.d648.s1|DDI-DrugBank.d648.s1.e1|DDI-DrugBank.d648.s1.e2|0|null
DDI-DrugBank.d648.s3|DDI-DrugBank.d648.s3.e0|DDI-DrugBank.d648.s3.e1|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e0|DDI-DrugBank.d648.s5.e1|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e0|DDI-DrugBank.d648.s5.e2|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e0|DDI-DrugBank.d648.s5.e3|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e1|DDI-DrugBank.d648.s5.e2|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e1|DDI-DrugBank.d648.s5.e3|0|null
DDI-DrugBank.d648.s5|DDI-DrugBank.d648.s5.e2|DDI-DrugBank.d648.s5.e3|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e1|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e2|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e3|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e4|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e5|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e0|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e1|DDI-DrugBank.d648.s6.e2|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e1|DDI-DrugBank.d648.s6.e3|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e1|DDI-DrugBank.d648.s6.e4|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e1|DDI-DrugBank.d648.s6.e5|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e1|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e2|DDI-DrugBank.d648.s6.e3|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e2|DDI-DrugBank.d648.s6.e4|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e2|DDI-DrugBank.d648.s6.e5|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e2|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e3|DDI-DrugBank.d648.s6.e4|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e3|DDI-DrugBank.d648.s6.e5|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e3|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e4|DDI-DrugBank.d648.s6.e5|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e4|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d648.s6|DDI-DrugBank.d648.s6.e5|DDI-DrugBank.d648.s6.e6|0|null
DDI-DrugBank.d762.s0|DDI-DrugBank.d762.s0.e0|DDI-DrugBank.d762.s0.e1|0|null
DDI-DrugBank.d762.s0|DDI-DrugBank.d762.s0.e0|DDI-DrugBank.d762.s0.e2|0|null
DDI-DrugBank.d762.s0|DDI-DrugBank.d762.s0.e1|DDI-DrugBank.d762.s0.e2|0|null
DDI-DrugBank.d762.s2|DDI-DrugBank.d762.s2.e0|DDI-DrugBank.d762.s2.e1|0|null
DDI-DrugBank.d762.s3|DDI-DrugBank.d762.s3.e0|DDI-DrugBank.d762.s3.e1|0|null
DDI-DrugBank.d762.s3|DDI-DrugBank.d762.s3.e0|DDI-DrugBank.d762.s3.e2|0|null
DDI-DrugBank.d762.s3|DDI-DrugBank.d762.s3.e1|DDI-DrugBank.d762.s3.e2|0|null
DDI-DrugBank.d611.s0|DDI-DrugBank.d611.s0.e0|DDI-DrugBank.d611.s0.e1|0|null
DDI-DrugBank.d611.s0|DDI-DrugBank.d611.s0.e0|DDI-DrugBank.d611.s0.e2|0|null
DDI-DrugBank.d611.s0|DDI-DrugBank.d611.s0.e1|DDI-DrugBank.d611.s0.e2|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e0|DDI-DrugBank.d611.s1.e1|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e0|DDI-DrugBank.d611.s1.e2|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e0|DDI-DrugBank.d611.s1.e3|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e1|DDI-DrugBank.d611.s1.e2|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e1|DDI-DrugBank.d611.s1.e3|0|null
DDI-DrugBank.d611.s1|DDI-DrugBank.d611.s1.e2|DDI-DrugBank.d611.s1.e3|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e0|DDI-DrugBank.d661.s0.e1|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e0|DDI-DrugBank.d661.s0.e2|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e0|DDI-DrugBank.d661.s0.e3|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e1|DDI-DrugBank.d661.s0.e2|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e1|DDI-DrugBank.d661.s0.e3|0|null
DDI-DrugBank.d661.s0|DDI-DrugBank.d661.s0.e2|DDI-DrugBank.d661.s0.e3|0|null
